Area,CD19 (Opal 480) Mean,CD19_Mean,CD3 (Opal 540) Mean,CD3_Mean,CD68 (Opal 520) Mean,CD68_Mean,CD8 (Opal 650) Mean,CD8_Mean,CK (Opal 780) Mean,CK_Mean,Dapi (DAPI) Mean,IER3 (Opal 620) Mean,Ki67 (Opal 690) Mean,cell_id,cell_type_FlowSOM_QC,cell_type_auto_int,cell_type_inform_int,cell_type_manual_int,pStat3 (Opal 570) Mean,sample_id_int,tsne_1,tsne_2
352,0.14,0.016,0.135,0,1.484,0.005,0.186,0,0.478,0.604,3.617,0.107,0.369,2683,5,5,6,5,0.033,5,33.0666,-7.46751
167,0,0,0.11,0,1.018,0,0.157,0,0.498,0.705,3.549,0.224,0.059,2686,5,5,6,5,0.065,5,16.5925,-21.7387
397,0,0,0.09,0,4.068,0.088,0.192,0,0.441,0.487,3.436,0.137,0.135,2689,5,5,6,5,0.088,5,52.4962,36.1701
299,0.003,2.11E-05,0.508,0.145,5.173,0.074,0.14,0,0.124,0,9.079,0.064,0.157,2690,2,2,6,6,0.053,5,60.6389,26.5736
142,0.164,0.015,0.113,0,0.686,0,0.131,0,0.332,0.194,4.429,0.143,0.125,2694,5,5,6,5,0.037,5,-11.5544,-54.4874
253,0.137,0.006,0.141,0,0.612,0,0.138,0,0.462,0.521,5.07,0.091,0.231,2696,5,5,6,5,0.026,5,-11.5006,-53.503
132,0.142,0.017,0.096,0,0.654,0,0.158,0,0.395,0.398,4.971,0.071,0.143,2699,5,5,6,5,0.037,5,-11.4865,-54.0503
68,0.174,0.002,0.122,0,0.491,0,0.203,0,0.379,0.231,5.205,0.077,1.178,2709,5,5,6,5,0.028,5,-33.5648,-45.703
104,0,0,0.151,0,0.687,0,0.145,0,0.384,0.26,8.399,0.144,0.113,2712,5,5,6,5,0.053,5,-14.1756,-42.0064
176,0.145,0.018,0.13,0,0.674,0,0.147,0,0.39,0.309,4.127,0.085,0.129,2716,5,5,6,5,0.023,5,-11.4507,-54.1387
201,0.143,0.019,0.145,0,0.899,0.000433,0.158,0,0.489,0.637,4.079,0.091,0.135,2720,5,5,6,5,0.029,5,5.89113,-42.268
132,0.09,0.015,0.156,0,1.416,0.0001247,0.155,0,0.617,0.843,3.538,0.175,0.106,2733,5,5,6,5,0.036,5,32.6226,-10.0624
211,0,0,2.431,0.826,1.284,0.0001498,0.171,0,0.483,0.541,6.312,0.133,0.107,2736,2,2,6,2,0.05,5,2.46428,51.1039
138,0.163,0.019,0.115,0,0.631,0,0.151,0,0.484,0.54,5.477,0.11,0.107,2738,5,5,6,5,0.042,5,-11.3598,-53.5115
116,0,0,0.137,0,0.646,0,0.16,0,0.313,0.217,11.645,0.122,0.155,2745,5,5,6,5,0.045,5,-13.0101,-7.41394
76,0.203,0.023,0.119,0,0.548,0,0.118,0,0.296,0.14,5.814,0.063,0.167,2747,5,5,6,5,0.039,5,-33.5784,-45.7024
127,0.2,0.016,0.101,0,0.574,0,0.112,0,0.324,0.168,3.932,0.053,0.08,2748,5,5,6,5,0.02,5,-33.5341,-45.7231
194,0.169,0.007,0.107,0,0.478,0,0.136,0,0.348,0.263,4.33,0.079,0.11,2749,5,5,6,5,0.025,5,-33.5538,-45.7095
113,0.188,0.026,0.113,0,0.468,0,0.147,0,0.304,0.12,5.709,0.056,0.614,2753,5,5,6,5,0.024,5,-33.6067,-45.6877
249,0.165,0.021,0.099,0,0.52,0,0.136,0,0.353,0.29,6.161,0.055,0.12,2781,5,5,6,5,0.035,5,-33.5156,-45.721
230,0,0,2.146,0.737,2.235,0.02,2.775,0.392,0.402,0.335,6.178,0.112,0.047,2786,3,3,6,3,0.286,5,18.7551,43.8155
261,0,4.85E-06,1.448,0.625,2.055,0.04,0.223,0,0.427,0.484,5.787,0.113,0.406,2788,2,2,6,2,0.056,5,22.0342,36.5285
171,0.118,0.018,0.113,0,0.604,0,0.131,0,0.458,0.529,5.664,0.082,0.085,2795,5,5,6,5,0.037,5,-11.5866,-53.4643
160,0.171,0.023,0.119,0,0.482,0,0.151,0,0.391,0.441,4.054,0.07,0.19,2805,5,5,6,5,0.022,5,-33.5203,-45.7174
347,0.213,0.01,0.135,0,0.473,0,0.535,0.0002096,0.281,0.108,6.084,0.066,0.068,2813,5,5,6,5,0.03,5,-11.2776,26.0761
162,0.001,0.0009941,0.235,0,1.411,4.68E-05,0.218,0,0.392,0.291,7.871,0.153,0.17,2827,5,5,6,5,0.057,5,31.336,-5.37183
127,0.138,0.013,0.109,0,0.701,0,0.163,0,0.312,0.199,7.834,0.064,0.216,2834,5,5,6,5,0.031,5,-11.5823,-54.6225
145,0.002,0.001,0.158,0,1.242,0,0.199,0,0.35,0.254,7.898,0.103,0.097,2835,5,5,6,5,0.031,5,24.828,-7.42381
116,0.14,0.016,0.105,0,0.591,0,0.149,0,0.446,0.522,5.632,0.095,0.221,2842,5,5,6,5,0.027,5,-11.6229,-53.5056
160,0.138,0.02,0.091,0,0.681,0,0.13,0,0.445,0.512,5.47,0.08,0.166,2843,5,5,6,5,0.03,5,-11.2774,-53.8674
63,0,0,1.146,0.37,1.241,0,0.816,0.047,0.582,0.604,5.455,0.102,0.048,2845,5,2,6,6,0.135,5,0.631914,45.2181
208,0.001,0,0.831,0.165,7.497,0.358,0.206,0,0.136,0,6.324,0.064,0.072,2848,4,4,6,4,0.082,5,60.5428,4.17294
145,0,0,1.016,0.304,1.714,0.0001269,1.231,0.155,0.63,0.778,2.86,0.12,0.099,2852,3,2,6,6,0.106,5,18.9736,34.751
98,0.003,0.008,0.134,0,0.594,0,0.155,0,0.422,0.49,6.912,0.1,0.059,2855,5,5,6,5,0.054,5,-17.8777,-49.6848
117,0,0,0.121,0,0.527,0,0.141,0,0.384,0.382,7.045,0.096,0.163,2860,5,5,6,5,0.034,5,-27.8115,-46.4526
40,0,0,0.183,0,0.597,0,0.157,0,0.423,0.54,9.528,0.115,0.126,2867,5,5,6,5,0.063,5,-25.3922,-34.0107
39,0.004,0,0.101,0,0.447,0,0.149,0,0.327,0.211,5.547,0.069,0.177,2869,5,5,6,5,0.054,5,-53.2456,-5.0183
32,0,0,0.145,0,0.776,0,0.17,0,0.339,0.245,9.929,0.133,0.415,2874,5,5,6,5,0.057,5,-1.65713,-16.0704
83,0,0,0.142,0,0.684,0,0.173,0,0.535,0.892,4.375,0.113,0.053,2876,5,5,6,5,0.068,5,-4.51806,-50.1391
35,0,0,0.237,0,1.188,0,0.333,0,0.417,0.509,10.165,0.156,1.405,2880,5,5,6,5,0.046,5,31.9651,-22.2633
38,0,0,0.138,0,0.837,0,0.199,0,0.402,0.478,7.563,0.105,0.083,2886,5,5,6,5,0.077,5,4.35979,-22.9484
41,0,0,0.14,0,0.617,0,0.15,0,0.39,0.556,7.847,0.085,0.307,2896,5,5,6,5,0.101,5,-19.7337,-44.1359
147,0,0,0.134,0,1.087,0.0005864,0.223,0,0.486,0.609,4.254,0.42,1.066,2900,5,5,6,5,0.075,5,22.2101,-17.5507
66,0.005,1.92E-05,0.095,0,0.559,0,0.223,0,0.304,0.199,7.281,0.071,2.536,2904,5,5,6,5,0.072,5,-26.8434,-3.63096
38,0,0,0.119,0,0.839,0,0.137,0,0.529,0.899,4.98,0.167,0.06,2911,5,5,6,5,0.064,5,5.73223,-41.0449
34,0,0,0.879,0.325,2.179,0.001,0.307,0,0.131,0,5.962,0.097,0.036,2917,2,2,6,2,0.025,5,22.8752,35.0106
29,0,0,0.127,0,0.772,0,0.215,0,0.485,0.782,4.579,0.117,0.063,2919,5,5,6,5,0.074,5,2.18187,-42.5177
88,0,0,0.297,0.002,1.624,0.002,0.563,0.011,0.608,0.87,6.053,0.196,0.135,2924,5,5,6,5,0.089,5,44.9952,-12.158
70,0,0,0.068,0,0.643,0,0.154,0,0.415,0.542,2.848,0.102,0.054,1,5,5,6,5,0.089,6,-15.9379,-46.4231
85,0,0,0.118,0,0.784,0,0.132,0,0.421,0.579,2.517,0.085,0.034,2,5,5,6,5,0.06,6,-1.60061,-40.2037
54,0,0,0.139,0,1.01,0,0.217,0,0.433,0.594,4.461,0.194,0.256,3,5,5,6,5,0.045,6,16.3992,-18.4515
79,0,0,0.123,0,0.638,0,0.204,0,0.429,0.561,2.626,0.301,0.214,4,5,5,6,5,0.06,6,-22.8358,-37.8327
123,0,0,0.622,0.177,4.593,0.184,1.064,0.074,0.245,0.145,3.292,0.087,0.064,6,5,4,6,5,0.075,6,53.5686,28.7697
98,0,0,0.123,0,1.954,0.0003667,0.229,0,0.703,0.662,2.749,0.153,0.101,7,5,5,6,5,0.097,6,28.8235,16.8398
192,0,0,0.07,0,6.662,0.373,0.162,0,0.311,0.239,2.12,0.042,0.088,22,4,4,6,4,0.123,6,63.405,11.5601
164,0,0,0.124,0,0.834,0,0.183,0,0.503,0.852,3.57,0.294,0.238,25,5,5,6,5,0.067,6,5.10996,-40.7551
121,0,0,0.525,0.155,1.629,0.006,0.126,0,0.128,0,2.709,0.043,0.051,28,2,2,6,6,0.052,6,26.4213,8.37438
182,0,0,0.088,0,0.953,0.000169,0.199,6.95E-06,0.48,0.626,2.395,0.16,0.105,30,5,5,6,5,0.076,6,14.4677,-22.2164
139,0,0,0.118,0,0.947,4.72E-05,0.14,0,0.487,0.844,3.899,0.124,0.055,33,5,5,6,5,0.073,6,14.1603,-22.8581
163,0.005,3.49E-05,0.726,0.264,4.905,0.179,2.271,0.288,0.146,0,2.499,0.048,0.018,55,3,3,6,6,0.373,6,54.9145,18.1981
128,0,0,0.119,0,1.566,0.003,0.175,0,0.62,0.943,2.191,0.178,0.074,56,5,5,6,5,0.071,6,38.0724,-4.49666
176,0.001,0,0.538,0.037,0.794,0.0006147,0.13,0,0.248,0.106,4.437,0.058,0.087,61,5,5,6,5,0.031,6,-0.135924,7.38073
105,0,0,0.105,0,0.731,0,0.157,0,0.495,0.819,4.92,0.146,0.153,67,5,5,6,5,0.078,6,-1.7798,-46.1487
61,0,0,0.21,0,1.015,0,0.277,0,0.556,0.664,5.663,0.132,2.055,73,5,5,6,5,0.075,6,26.8156,-32.9407
111,0,0,0.128,0,0.805,0,0.215,0,0.545,0.656,2.936,0.166,0.032,79,5,5,6,5,0.074,6,4.07055,-44.9291
36,0,0,2.192,0.917,0.973,0.0007323,0.111,0,0.118,0,4.648,0.044,0.067,80,2,2,6,2,0.089,6,1.38952,50.8733
80,0,0,0.137,0,0.956,0,0.204,0,0.636,0.7,2.847,0.139,0.142,81,5,5,6,5,0.06,6,25.5584,-37.2115
84,0,0,0.112,0,0.851,0,0.172,0,0.538,0.797,4.502,0.119,0.387,82,5,5,6,5,0.069,6,6.1899,-40.8085
27,0,0,0.131,0,0.793,0,0.216,0,0.56,0.782,4.345,0.097,0.846,85,5,5,6,5,0.059,6,4.03739,-45.3175
48,0,0,0.176,0,1.522,0.001,0.267,0,0.721,0.976,6.62,0.132,0.111,86,5,5,6,5,0.154,6,43.6753,-14.8717
37,0.015,3.39E-05,0.041,0,16.637,0.599,0.34,0,0.49,0.587,4.329,0.03,0.782,88,4,4,6,6,0.286,6,59.6854,-25.6893
80,0,0,0.148,0,1.447,0.002,0.195,0,0.507,0.762,3.539,0.172,0.039,95,5,5,6,5,0.082,6,33.2705,-8.69957
100,0.001,2.54E-05,0.106,0,1.177,0.025,0.14,0,0.291,0.144,4.284,0.061,0.212,97,5,5,6,5,0.031,6,22.2044,-6.08264
111,0,0,0.106,0,0.687,0,0.166,0,0.478,0.819,3.403,0.114,0.062,99,5,5,6,5,0.04,6,-7.52369,-48.281
98,0,0,0.096,0,0.973,0,0.153,0,0.371,0.422,2.818,0.117,0.218,107,5,5,6,5,0.082,6,13.1549,-16.5394
122,0,0,0.19,0.001,0.91,0,0.166,0,0.475,0.472,4.582,0.094,0.246,109,5,5,6,5,0.062,6,7.00668,-36.2985
60,0,0,0.125,0,0.696,0,0.237,0,0.334,0.339,8.448,0.073,2.038,116,5,5,6,5,0.064,6,-16.6686,-25.7867
59,0,0,0.144,0,0.666,0,0.182,0,0.461,0.389,13.359,0.086,0.465,117,5,5,6,5,0.094,6,-8.59169,-48.322
189,0.001,2.67E-05,0.137,0,0.727,0,0.243,6.70E-06,0.352,0.335,6.578,0.132,2.172,121,5,5,6,5,0.063,6,-14.0752,-26.6086
138,0,0,0.078,0,1.386,0.035,0.199,0,0.391,0.452,2.825,0.136,0.27,128,5,5,6,5,0.087,6,30.2499,-6.95955
132,0,0,0.129,0,0.807,0,0.15,0,0.375,0.329,5.903,0.169,0.885,130,5,5,6,5,0.059,6,2.561,-19.3084
184,0,0,0.914,0.344,1.9,0.002,1.254,0.055,0.117,0,5.787,0.067,0.049,152,2,2,6,2,0.094,6,19.5139,34.6543
223,0,0,0.16,0,5.746,0.199,0.202,5.68E-06,0.46,0.681,2.177,0.181,0.131,156,5,5,6,5,0.076,6,62.2544,19.8924
193,0,0,0.26,0.033,3.432,0.049,1.248,0.156,0.476,0.421,5.114,0.102,0.082,158,5,5,6,5,0.168,6,31.4335,40.2915
333,0,2.09E-05,0.098,0,0.679,0,0.222,0,0.346,0.316,4.659,0.162,2.353,170,5,5,6,5,0.071,6,-17.4633,-26.9918
387,0,0,0.328,0.059,4.993,0.118,2.437,0.347,0.123,0,6.55,0.04,0.303,185,3,3,6,6,0.279,6,55.033,18.1248
293,0,0,0.131,0,0.97,5.40E-06,0.196,0,0.373,0.452,3.663,0.14,1.284,211,5,5,6,5,0.071,6,12.9936,-16.5629
244,0,0,0.171,0,4.781,0.086,0.331,0.007,0.247,0.108,6.971,0.064,0.088,214,5,4,6,5,0.086,6,58.3617,30.4817
117,0,0,0.091,0,6.224,0.26,0.149,0,0.149,4.32E-05,5.911,0.037,0.124,224,4,4,6,6,0.098,6,64.1102,15.6343
186,0,0,0.115,0,0.515,0,0.221,6.79E-06,0.367,0.363,7.352,0.103,0.67,237,5,5,6,5,0.077,6,-49.2814,-11.7667
69,0,0,0.116,0,0.697,0,0.194,0,0.535,0.676,7.617,0.127,0.162,241,5,5,6,5,0.121,6,-3.9104,-49.7143
286,0.001,0,0.229,2.88E-05,3.304,0.037,1.05,0.062,0.339,0.215,6.207,0.108,0.222,252,5,5,6,5,0.154,6,31.7557,39.5044
231,0,0,0.192,0.027,5.44,0.196,0.96,0.083,0.59,0.591,3.242,0.1,0.689,255,5,5,6,5,0.133,6,57.9769,20.2695
194,0,0,0.13,0,0.971,0,0.233,0,0.388,0.541,2.202,0.145,0.086,266,5,5,6,5,0.078,6,13.9084,-17.7528
279,0,0,0.08,0,0.876,0.0002657,0.167,0,0.33,0.247,4.336,0.087,0.32,267,5,5,6,5,0.076,6,6.60754,-17.1744
328,0.001,0,0.141,0,1.859,0.055,0.158,0,0.368,0.351,4.341,0.092,0.078,268,5,5,6,5,0.144,6,39.9984,4.34078
62,0,0,0.163,0,0.972,0.000211,0.177,0,0.374,0.27,7.64,0.111,0.133,283,5,5,6,5,0.067,6,13.1814,-17.0781
236,0,0,0.124,0,0.555,0,0.162,0,0.284,0.176,5.211,0.074,0.167,285,5,5,6,5,0.043,6,-23.756,-2.82432
214,0.001,0,0.113,0,6.32,0.112,0.209,0.0002022,0.349,0.219,3.315,0.053,0.077,303,5,5,6,5,0.125,6,63.4352,14.621
134,0,0,0.125,0,0.702,0,0.154,0,0.488,0.806,5.118,0.122,0.173,322,5,5,6,5,0.076,6,-4.4346,-47.3625
523,0,0,0.09,0,3.741,0.141,0.152,0,0.291,0.137,5.126,0.06,0.068,327,5,4,6,5,0.076,6,46.351,40.1022
178,0,0,0.167,0,7.715,0.324,0.195,0,0.398,0.375,3.96,0.073,0.224,331,4,4,6,6,0.133,6,62.3952,3.62438
154,0,0,0.116,0,0.866,0,0.203,0,0.419,0.529,8.202,0.134,0.131,341,5,5,6,5,0.057,6,8.1882,-22.5179
224,0,0,0.115,0,0.85,0,0.191,5.65E-06,0.44,0.561,4.587,0.217,0.119,342,5,5,6,5,0.07,6,3.47734,-37.4659
171,0,0,0.106,0,0.872,1.48E-05,0.189,0,0.407,0.559,3.875,0.244,0.067,362,5,5,6,5,0.062,6,8.38931,-21.696
409,0.001,3.09E-06,0.139,0,6.841,0.264,0.239,0,0.416,0.438,4.892,0.096,0.127,372,5,5,6,5,0.095,6,62.9504,10.3402
559,0.002,0.002,0.106,0,3.169,0.065,0.175,0,0.225,0.103,5.511,0.06,0.109,377,5,5,6,5,0.079,6,42.0034,34.1899
203,0,1.25E-05,0.097,0,4.751,0.257,0.197,0,0.124,9.34E-06,7.877,0.039,1.648,398,4,4,6,6,0.074,6,59.2569,31.5952
296,0,0,0.118,0,7.389,0.398,0.135,0,0.22,0.005,6.34,0.039,0.079,413,4,4,6,4,0.097,6,62.9213,6.23935
308,0,0,0.116,0,1.021,0,0.206,0,0.292,0.104,6.288,0.113,1.28,433,5,5,6,5,0.068,6,13.3024,-10.8045
281,0,0,0.159,0,7.465,0.283,0.215,0,0.5,0.603,3.819,0.099,0.121,442,5,5,6,5,0.116,6,62.6694,5.59427
381,0.002,0.0002066,0.124,0,0.732,0,0.372,0,0.259,0.129,11.979,0.125,6.58,446,5,5,6,5,0.075,6,-5.63852,-23.2496
271,0,0,0.081,0,0.737,4.67E-06,0.175,0,0.353,0.434,3.712,0.144,0.092,456,5,5,6,5,0.057,6,-9.15396,-39.5442
252,0.001,0,0.144,0,2.501,0.003,0.29,0,0.555,0.607,4.821,0.173,3.337,458,5,5,6,5,0.133,6,33.6604,24.0975
191,0,0,0.106,0,7.229,0.332,0.16,0,0.17,0.028,7.092,0.045,0.114,465,4,4,6,4,0.114,6,62.9924,7.35574
184,0,0,0.066,0,0.528,0,0.179,0,0.322,0.273,4.415,0.152,1.099,483,5,5,6,5,0.053,6,-45.523,-6.82329
244,0,0,0.084,0,0.636,0,0.157,0,0.322,0.303,7.072,0.124,0.131,484,5,5,6,5,0.06,6,-21.3023,-47.9639
179,0.006,2.82E-05,0.537,0.173,4.078,0.003,0.169,0,0.125,0,4.052,0.05,0.072,487,2,2,6,6,0.079,6,50.008,36.9606
264,0,0,0.118,0,0.965,0,0.163,0,0.328,0.168,6.749,0.099,0.293,497,5,5,6,5,0.061,6,12.0436,-14.9608
269,0.002,0,0.078,0,7.476,0.356,0.157,0,0.165,0.009,6.37,0.076,0.094,498,4,4,6,4,0.131,6,62.844,5.54544
292,0,0,0.071,0,14.902,0.761,0.298,0,0.601,0.795,3.519,0.051,0.082,501,4,4,6,6,0.251,6,60.1731,-23.3343
301,0.001,2.94E-05,0.118,0,0.746,0,0.256,0,0.394,0.463,6.594,0.148,4.118,518,5,5,6,5,0.083,6,-2.23123,-25.616
331,0,0,0.114,0,0.897,3.06E-05,0.172,0,0.397,0.53,5.119,0.159,0.266,540,5,5,6,5,0.064,6,9.47626,-20.55
101,0,0,0.115,0,0.63,0,0.237,0,0.399,0.5,4.332,0.317,0.206,572,5,5,6,5,0.091,6,-22.086,-36.9381
229,0,0,0.146,0,1.254,0.007,0.183,0,0.358,0.285,7.777,0.103,0.201,574,5,5,6,5,0.084,6,25.2976,-7.39205
312,0,0,0.088,0,7.735,0.425,0.194,0,0.378,0.468,8.122,0.063,0.204,588,4,4,6,6,0.136,6,62.402,3.46761
248,0,0,0.149,0,7.451,0.133,0.38,2.19E-05,0.364,0.295,6.466,0.081,1.192,590,5,5,6,5,0.114,6,62.2845,5.73584
235,0.001,0,0.166,0.019,0.892,3.49E-05,0.353,0.023,0.485,0.753,5.945,0.208,0.163,596,5,5,6,5,0.07,6,17.585,-32.8507
433,0,0,0.108,0,0.708,0,0.185,0,0.405,0.489,5.487,0.135,0.186,622,5,5,6,5,0.068,6,-9.41285,-42.7562
286,0,0,0.096,0,1.392,0.003,0.147,0,0.326,0.288,2.399,0.092,0.211,653,5,5,6,5,0.068,6,29.8393,-5.7321
276,0,0,0.335,0.056,0.658,0,0.996,0.139,0.428,0.58,4.396,0.191,0.629,661,5,3,6,5,0.075,6,4.91722,32.1201
217,0,0,0.106,0,1.087,0,0.184,0,0.552,0.836,2.54,0.22,0.057,667,5,5,6,5,0.077,6,24.614,-17.0472
204,0.001,0,0.093,0,0.7,0,0.156,0,0.426,0.496,5.976,0.136,0.127,668,5,5,6,5,0.065,6,-9.23298,-44.9221
247,0,0,0.096,0,0.974,0.0003375,0.278,2.55E-05,0.384,0.474,4.305,0.161,0.175,694,5,5,6,5,0.063,6,13.7336,-18.0471
161,0,0,0.08,0,0.771,0,0.205,0,0.356,0.335,5.547,0.23,0.286,705,5,5,6,5,0.072,6,-0.540091,-18.7898
109,0,0,0.619,0.09,2.367,0.024,2.704,0.415,0.143,0,7.935,0.057,0.283,728,3,3,6,6,0.202,6,20.6301,45.7846
287,0,4.18E-05,0.172,0,11.149,0.287,0.255,0,0.384,0.368,6.875,0.086,0.198,729,4,4,6,5,0.138,6,61.3002,-14.1669
194,0,0,0.128,0,1.705,0.008,0.217,6.52E-06,0.532,0.858,3.237,0.122,0.055,730,5,5,6,5,0.081,6,39.5964,-2.30066
465,0,0,0.106,0,1.153,0.003,0.18,2.72E-06,0.34,0.298,4.607,0.124,0.113,732,5,5,6,5,0.06,6,21.0384,-11.188
452,0,0,0.104,0,1.044,5.60E-06,0.178,0,0.306,0.272,5.353,0.111,0.54,746,5,5,6,5,0.067,6,17.0658,-10.4195
365,0,0,0.093,0,4.129,0.106,0.15,0,0.386,0.368,3.067,0.062,0.061,765,5,5,6,5,0.089,6,52.9348,36.2318
317,0,0,0.093,0,0.932,6.37E-05,0.204,0,0.421,0.545,4.936,0.221,0.599,768,5,5,6,5,0.065,6,12.1275,-20.89
184,0,0,0.12,0,0.772,0,0.164,0,0.49,0.8,3.274,0.199,0.051,770,5,5,6,5,0.095,6,0.185672,-44.3134
365,0,0,0.108,0,4.374,0.103,0.165,0,0.264,0.147,4.648,0.063,0.073,781,5,5,6,5,0.079,6,56.0197,35.1708
215,0,0,0.108,0,7.452,0.418,0.182,0,0.408,0.523,3.994,0.095,0.112,790,4,4,6,6,0.136,6,62.7651,5.68379
526,0,0,0.069,0,1.608,0.02,0.138,0,0.316,0.193,3.717,0.073,0.354,794,5,5,6,5,0.063,6,35.0852,-0.680146
171,0,0,0.213,0.005,3.596,0.011,0.33,0,0.3,0.184,6.414,0.065,1.36,801,5,5,6,5,0.088,6,44.7553,39.7449
472,0,0,0.127,0,1.714,0.008,0.186,0,0.306,0.159,7.14,0.085,0.081,818,5,5,6,5,0.08,6,36.9628,2.82169
346,0,0,0.069,0,1.881,0.005,0.131,0,0.232,0.106,4.739,0.048,0.051,826,5,5,6,5,0.06,6,37.8595,8.27384
230,0,0,0.2,0,4.633,0.04,0.229,0,0.373,0.364,7.645,0.113,0.26,832,5,5,6,5,0.07,6,57.2957,31.8659
205,0,0,0.129,0,0.981,0.003,0.233,0,0.448,0.588,4.267,0.201,1.337,835,5,5,6,5,0.05,6,14.8696,-20.72
326,0,0,0.567,0.143,2.446,0.029,0.332,0.019,0.119,0,6.036,0.057,0.074,850,2,2,6,6,0.067,6,26.1418,32.6449
271,0,0,0.121,0,0.705,0,0.263,4.65E-05,0.443,0.53,5.95,0.209,2.012,856,5,5,6,5,0.068,6,-18.0434,-33.4417
115,0.001,0,0.101,0,0.8,1.10E-05,0.188,0,0.327,0.27,7.384,0.075,1.112,872,5,5,6,5,0.056,6,0.23789,-16.8896
268,0,0,0.448,0.155,1.118,0.0001912,0.136,0,0.113,0,4.224,0.053,0.097,879,2,2,6,6,0.043,6,15.0513,6.15646
398,0,1.91E-05,0.12,0,1.067,1.27E-05,0.211,0,0.449,0.606,3.26,0.18,1.042,880,5,5,6,5,0.056,6,20.6756,-16.7365
514,0.001,0,0.125,0,3.879,0.099,0.136,0,0.288,0.185,7.794,0.083,0.074,882,5,5,6,5,0.085,6,50.5892,38.7078
598,0.001,0,0.325,0.102,2,0.014,0.309,0.006,0.151,0.005,4.184,0.03,0.052,884,2,2,6,6,0.068,6,40.5872,11.6216
91,0,0,0.132,0,3.343,0.105,0.16,0,0.309,0.223,8.335,0.124,0.047,892,5,5,6,5,0.084,6,42.416,36.9092
113,0.002,0,0.989,0.348,1.224,0.002,0.097,0,0.126,0,4.883,0.034,0.077,905,2,2,6,2,0.036,6,-0.969776,44.8702
318,0.001,0,0.101,0,1.759,0.017,0.199,3.98E-06,0.375,0.396,6.994,0.152,0.196,966,5,5,6,5,0.068,6,38.7859,2.62408
133,0,0,0.358,0.091,0.612,0,0.175,0,0.365,0.355,5.478,0.118,0.151,1006,5,5,6,5,0.068,6,-17.6434,-18.2492
100,0,0,0.032,0,5.85,0.262,0.149,0,0.206,0.025,5.703,0.024,0.153,1014,4,4,6,6,0.111,6,63.968,19.1345
255,0.001,1.49E-05,0.359,0.093,1.371,0.007,0.314,0.006,0.121,0,7.031,0.056,0.064,1020,2,2,6,6,0.058,6,24.9208,5.77014
323,0,0,0.231,0.033,1.626,0.013,0.158,0,0.311,0.18,6.004,0.091,0.102,1030,5,5,6,5,0.072,6,35.5086,0.740532
269,0,0,0.087,0,1.815,0.062,0.195,0,0.3,0.212,6.075,0.084,2.188,1039,5,5,6,5,0.055,6,38.5292,4.83354
161,0.001,0,0.234,0.011,7.255,0.263,0.253,0,0.123,0,5.491,0.085,0.213,1060,4,4,6,6,0.143,6,62.7642,7.17501
347,0,0,0.167,0.01,3.967,0.187,1.302,0.181,0.407,0.506,3.877,0.076,0.187,1061,5,5,6,5,0.193,6,31.4381,41.5946
165,0,0,0.102,0,6.72,0.343,0.171,0,0.432,0.632,2.698,0.098,0.079,1063,4,4,6,6,0.106,6,63.0921,11.1785
444,0,0,0.139,0,0.624,0.0008001,0.257,0,0.276,0.126,7.08,0.086,0.101,1080,5,5,6,5,0.058,6,-18.197,-5.24878
191,0,0,0.564,0.116,2.539,0.022,2.896,0.47,0.126,0,9.664,0.069,0.195,1087,3,3,6,6,0.279,6,20.7492,46.3159
73,0,0,0.12,0,0.803,0,0.136,0,0.42,0.516,9.325,0.089,0.088,1098,5,5,6,5,0.062,6,-0.817066,-39.8175
63,0,0,0.107,0,0.806,0,0.126,0,0.316,0.318,10.177,0.133,0.095,1113,5,5,6,5,0.081,6,0.639745,-16.089
331,0,0,0.149,0.0005906,6.51,0.082,0.314,0.0009947,0.224,0.113,6.077,0.035,0.099,1116,5,4,6,5,0.121,6,63.371,12.9729
115,0,0,0.101,0,2.778,0.074,0.178,0,0.485,0.669,3.654,0.128,0.113,1139,5,5,6,5,0.093,6,36.753,28.7887
295,0,0,0.629,0.096,2.357,0.008,0.124,0,0.128,0,6.307,0.052,0.16,1176,2,2,6,6,0.054,6,25.9098,32.9747
278,0.001,4.20E-05,0.089,2.28E-05,2.787,0.043,0.143,0,0.257,0.155,3.431,0.049,0.235,1180,5,5,6,5,0.075,6,39.3849,28.5103
340,0.001,0,0.116,0,2.721,0.067,0.155,0,0.381,0.383,6.208,0.108,0.122,1185,5,5,6,5,0.047,6,37.3883,27.8991
243,0,0,0.123,0,4.506,0.055,0.146,0,0.285,0.218,4.431,0.059,0.052,1208,5,5,6,5,0.072,6,57.147,33.8797
133,0,0,0.116,0,0.85,0,0.18,0,0.438,0.619,2.659,0.287,0.08,1216,5,5,6,5,0.067,6,3.27603,-37.7451
221,0,0,0.106,0,0.834,0,0.19,0,0.426,0.619,5.405,0.205,0.682,1241,5,5,6,5,0.057,6,2.49335,-37.6028
234,0,0,0.125,0,5.024,0.127,0.168,0,0.386,0.446,7.143,0.088,0.113,1263,5,5,6,5,0.109,6,59.4101,28.1221
201,0,0,0.556,0.018,1.383,0.0009661,2.315,0.35,0.122,0,10.454,0.054,1.774,1294,3,3,6,6,0.173,6,13.2206,42.9696
182,0,0,0.114,0,0.791,0,0.186,0,0.361,0.351,5.569,0.155,0.56,1306,5,5,6,5,0.056,6,0.479166,-18.457
