Area,CD19 (Opal 480) Mean,CD19_Mean,CD3 (Opal 540) Mean,CD3_Mean,CD68 (Opal 520) Mean,CD68_Mean,CD8 (Opal 650) Mean,CD8_Mean,CK (Opal 780) Mean,CK_Mean,Dapi (DAPI) Mean,IER3 (Opal 620) Mean,Ki67 (Opal 690) Mean,cell_id,cell_type_FlowSOM_QC,cell_type_auto_int,cell_type_inform_int,cell_type_manual_int,pStat3 (Opal 570) Mean,sample_id_int,tsne_1,tsne_2
227,0,5.57E-06,0.107,0,0.688,0,0.163,0,0.388,0.481,2.864,0.173,0.137,13,5,5,6,5,0.075,5,-12.0502,-43.1388
69,0,0,0.124,0,1.269,0.0005534,0.301,0,0.542,0.544,7.506,0.216,5.517,18,5,5,6,5,0.093,5,37.1194,-21.3155
147,0.005,0.002,0.107,0,9.96,0.525,0.16,0,0.26,0.059,3.624,0.043,0.266,25,4,4,6,4,0.139,5,61.2945,-9.39112
188,0.001,0,0.346,0.003,3.229,0.025,1.556,0.232,0.117,0,2.352,0.044,0.231,35,3,3,6,6,0.185,5,30.0582,40.3357
80,0,1.58E-05,0.101,0,0.77,0,0.155,0,0.301,0.217,5.412,0.097,0.06,39,5,5,6,5,0.073,5,-0.971499,-14.7228
118,0,0,0.073,0,0.495,0,0.157,0,0.301,0.11,4.128,0.074,0.054,40,5,5,6,5,0.08,5,-46.2644,-5.02683
68,0,0,0.143,0,3.259,0.07,0.269,0,0.504,0.582,3.905,0.124,0.651,50,5,5,6,5,0.121,5,39.5178,36.7473
64,0,0,0.108,0,0.831,0,0.212,0,0.569,0.789,5.946,0.219,0.074,54,5,5,6,5,0.057,5,5.06958,-44.4654
165,0,0,0.934,0.347,9.064,0.402,0.388,0.023,0.127,0,2.323,0.054,0.051,60,2,2,6,6,0.126,5,62.5106,-4.93836
104,0.109,0.002,0.137,0,0.649,0,0.181,0,0.528,0.79,4.22,0.133,0.422,68,5,5,6,5,0.03,5,-10.9759,-53.3163
99,0,1.28E-05,0.212,0,1.997,8.92E-05,0.24,0,0.473,0.596,2.569,0.169,0.443,69,5,5,6,5,0.075,5,32.9322,14.1212
206,0.225,0.017,0.093,0,0.481,0,0.12,0,0.35,0.218,2.169,0.062,0.07,73,5,5,6,5,0.021,5,-33.5604,-45.7078
144,0.003,0,0.135,0,7.154,0.345,0.126,0,0.125,0,4.512,0.042,0.045,76,4,4,6,4,0.059,5,63.1382,7.7678
64,0,0,3.639,0.68,1.865,0.003,2.456,0.219,0.135,0,5.577,0.046,0.175,78,3,3,6,2,0.374,5,17.879,42.8744
81,0.002,4.67E-05,0.117,0.0001512,1.049,3.12E-05,0.207,0,0.406,0.241,5.802,0.068,2.187,79,5,5,6,5,0.071,5,18.2292,-15.6433
55,0.264,0.038,0.138,0,0.614,0,0.154,0,0.377,0.33,4.776,0.164,0.093,81,5,5,6,5,0.04,5,-11.8836,-54.2572
126,0.185,0.016,0.118,0,1.441,5.01E-05,0.174,0,0.413,0.366,3.931,0.137,0.1,82,5,5,6,5,0.03,5,32.8039,-7.27791
130,0,0,0.1,0,1.121,0.0001166,0.17,0,0.529,0.753,3.546,0.203,0.054,83,5,5,6,5,0.068,5,24.4857,-16.3891
82,0.001,0,0.131,0,0.973,0,0.261,0,0.455,0.666,3.833,0.175,0.627,89,5,5,6,5,0.081,5,17.6128,-24.3039
41,0,0,0.112,0,0.781,0,0.152,0,0.513,0.811,4.451,0.1,0.045,91,5,5,6,5,0.098,5,0.886004,-44.78
45,0,0,0.174,0,1.522,0,0.19,0,0.53,0.886,4.876,0.101,0.292,95,5,5,6,5,0.079,5,34.6624,-8.1522
161,0,3.14E-05,0.131,0,5.011,0.284,0.186,0,0.391,0.427,2.996,0.152,0.07,97,5,5,6,5,0.115,5,59.3315,28.1738
41,0.001,0,0.133,0,0.852,0,0.191,0,0.51,0.667,4.648,0.121,0.061,98,5,5,6,5,0.089,5,5.76635,-40.5686
57,0,0,0.134,0,0.736,0,0.2,0,0.577,0.824,4.332,0.183,0.044,106,5,5,6,5,0.065,5,1.69468,-47.5139
72,0,0,0.141,0,1.851,0.0004566,0.186,0,0.562,0.817,4.343,0.181,0.167,109,5,5,6,5,0.104,5,41.1524,-0.26279
178,0.001,0,0.45,0.087,1.802,0.007,0.114,0,0.396,0.443,2.327,0.089,0.064,110,5,5,6,5,0.098,5,41.4759,6.20408
58,0,0,0.172,0,1.054,0,0.181,0,0.68,0.961,5.443,0.123,0.076,112,5,5,6,5,0.071,5,27.3481,-35.7855
50,0,0,0.831,0.167,2.276,0.012,0.335,7.59E-05,0.473,0.524,4.544,0.264,1.023,113,5,2,6,6,0.04,5,23.5767,34.3516
98,0,0,0.184,0,2.033,0.003,0.275,0,0.686,0.857,4.248,0.226,1.387,116,5,5,6,5,0.109,5,29.1607,17.1378
54,0,0,0.89,0.169,1.319,4.70E-05,2.615,0.393,0.125,0,6.24,0.1,0.09,121,3,3,6,6,0.054,5,15.1518,45.2003
95,0,0,1.973,0.732,1.95,0.005,2.193,0.243,0.658,0.722,7.272,0.174,0.025,124,3,2,6,6,0.182,5,18.9281,43.4817
167,0.002,3.40E-05,0.342,0.048,1.922,0.016,0.287,0.005,0.306,0.184,3.496,0.1,0.823,126,5,5,6,5,0.073,5,40.9644,6.81492
112,0,0,0.181,0,1.22,0,0.252,0,0.462,0.484,4.031,0.103,2.395,136,5,5,6,5,0.085,5,26.8245,-12.0563
64,0,0,0.159,0,0.686,0,0.204,0,0.485,0.559,4.964,0.185,0.038,139,5,5,6,5,0.078,5,-5.20464,-48.168
335,0.001,0,0.155,0,0.427,0,0.151,0,0.309,0.195,6.279,0.165,0.074,140,5,5,6,5,0.095,5,-52.7201,-3.10747
90,0,0,0.119,0,0.607,0,0.143,0,0.437,0.636,7.621,0.1,0.026,141,5,5,6,5,0.071,5,-16.5408,-49.506
115,0,0,0.141,0,0.77,0,0.157,0,0.323,0.193,7.1,0.095,0.034,142,5,5,6,5,0.06,5,-1.43013,-15.3164
235,0.007,0.0004724,0.162,0,3.547,0.11,0.195,0,0.302,0.238,10.442,0.127,0.067,143,5,5,6,5,0.069,5,44.575,38.9261
51,0,0,0.136,0,0.594,0,0.133,0,0.381,0.435,9.52,0.109,0.055,145,5,5,6,5,0.068,5,-22.7307,-45.6974
131,0.001,0,0.14,0,0.596,0,0.189,0,0.289,0.147,5.943,0.118,1.188,147,5,5,6,5,0.056,5,-26.9626,-7.6203
94,0,0,0.152,0,0.686,0,0.179,0,0.584,0.831,2.515,0.182,0.051,148,5,5,6,5,0.079,5,-3.7788,-50.7076
175,0,0,0.126,0,0.713,0,0.218,0,0.364,0.334,6.905,0.108,1.45,151,5,5,6,5,0.059,5,-15.466,-28.8287
154,0,0,0.137,0,0.794,0,0.188,0,0.292,0.123,7.575,0.099,0.212,152,5,5,6,5,0.062,5,-0.396068,-13.8362
101,0,0,0.12,0,5.98,0.367,0.104,0,0.121,0,2.853,0.04,0.051,156,4,4,6,4,0.067,5,64.2948,17.837
123,0,0,0.218,0.034,5.85,0.262,0.152,0,0.123,0,7.532,0.04,0.046,158,4,4,6,6,0.067,5,64.162,19.0823
145,0,0,0.125,0,0.738,0,0.185,0,0.44,0.481,4.611,0.159,0.271,159,5,5,6,5,0.08,5,-3.59417,-43.3577
65,0,0,0.106,0,0.491,0,0.219,0,0.319,0.246,6.965,0.077,1.42,162,5,5,6,5,0.059,5,-49.8342,-7.34003
43,0,0,0.087,0,0.585,0,0.142,0,0.259,0.114,6.661,0.085,0.139,164,5,5,6,5,0.051,5,-22.0697,-3.17373
64,0,0,0.129,0,0.582,0,0.284,0,0.302,0.174,6.528,0.339,0.943,166,5,5,6,5,0.036,5,-23.5679,-11.4057
208,0.001,1.82E-05,0.108,0,7.571,0.273,0.12,0,0.162,0.002,2.123,0.03,0.062,178,4,4,6,6,0.071,5,62.6972,4.81789
183,0,0,0.188,0,4.522,0.132,0.219,0,0.398,0.511,6.955,0.177,0.043,191,5,5,6,5,0.085,5,56.045,33.2043
154,0,0.004,0.219,0,1.329,0,0.263,0,0.457,0.522,6.376,0.209,1.29,210,5,5,6,5,0.091,5,33.5162,-13.9018
121,0,0,0.105,0,3.806,0.066,0.165,0,0.53,0.675,3.626,0.124,0.051,213,5,5,6,5,0.09,5,45.1175,41.3998
179,0,0,0.129,0,1.36,0.0001507,0.195,0,0.44,0.635,4.587,0.162,0.767,222,5,5,6,5,0.083,5,30.4732,-8.41269
207,0,4.88E-05,0.13,0,0.686,0,0.229,6.12E-06,0.335,0.215,5.969,0.147,1.642,249,5,5,6,5,0.068,5,-16.9081,-25.7002
551,0.001,0,0.13,0,0.555,0,0.162,0,0.325,0.264,4.754,0.163,0.049,264,5,5,6,5,0.053,5,-43.3395,-6.94831
270,0.002,0,0.339,0.078,6.377,0.193,0.371,0.021,0.347,0.33,3.107,0.071,0.784,302,5,4,6,5,0.093,5,62.6023,14.312
226,0.001,1.12E-05,0.106,0,1.283,1.86E-05,0.172,0,0.445,0.584,4.571,0.138,1.342,304,5,5,6,5,0.081,5,28.8489,-9.77306
248,0,0,0.103,0,0.744,0,0.156,0,0.46,0.659,2.997,0.174,0.072,337,5,5,6,5,0.072,5,-2.36065,-44.2097
253,0,0,0.119,0,0.921,0,0.176,0,0.425,0.52,5.892,0.148,0.301,355,5,5,6,5,0.074,5,11.1574,-21.2895
287,0,0,0.129,0,0.916,0,0.195,0,0.336,0.268,7.477,0.136,0.184,373,5,5,6,5,0.073,5,9.13771,-16.0424
121,0,2.09E-05,0.14,0,0.706,0,0.146,0,0.365,0.286,4.898,0.113,0.059,387,5,5,6,5,0.066,5,-11.0945,-40.446
376,0.001,4.03E-05,0.13,0,0.724,0,0.166,0,0.363,0.407,10.047,0.154,0.226,449,5,5,6,5,0.055,5,-10.4192,-40.3961
526,0,0,0.114,0,0.664,0,0.188,1.44E-05,0.436,0.476,5.313,0.205,0.041,470,5,5,6,5,0.069,5,-11.4222,-48.266
203,0,0,0.079,0,2.83,0.074,0.163,0,0.44,0.646,4.206,0.136,0.093,475,5,5,6,5,0.101,5,37.3758,29.473
301,0,0,0.12,0,0.7,0,0.164,0,0.266,0.114,5.718,0.155,0.202,488,5,5,6,5,0.046,5,-8.95781,-5.42508
296,0.002,0.0001536,0.098,0,1.219,0.013,0.195,0,0.314,0.2,5.078,0.116,2.558,537,5,5,6,5,0.067,5,23.4412,-6.24122
120,0,0,0.124,0,0.699,0,0.213,0,0.516,0.799,4.347,0.339,0.034,542,5,5,6,5,0.071,5,-3.81087,-49.2334
224,0,0,0.115,0,0.96,0,0.202,0,0.482,0.677,7.724,0.352,0.104,543,5,5,6,5,0.081,5,15.0085,-22.2811
124,0,0,0.147,0,1.016,0,0.17,0,0.412,0.445,6.721,0.172,0.12,552,5,5,6,5,0.054,5,16.669,-17.8013
297,0,0,0.118,0,1.027,4.26E-06,0.174,0,0.444,0.493,3.849,0.169,0.101,642,5,5,6,5,0.076,5,17.7097,-17.7207
205,0.001,0,0.139,0,0.782,0,0.158,0,0.363,0.29,6.406,0.136,0.051,645,5,5,6,5,0.052,5,1.00523,-18.4985
291,0.001,0,0.117,0,2.314,0.018,0.146,0,0.26,0.173,2.686,0.075,0.05,666,5,5,6,5,0.073,5,38.2869,19.1545
433,0,0,0.119,0,1.683,0.016,0.159,0,0.407,0.444,5.59,0.16,0.186,696,5,5,6,5,0.07,5,37.5836,-0.674616
136,0,0,0.105,0,0.666,0,0.183,0,0.49,0.762,3.551,0.144,0.046,711,5,5,6,5,0.081,5,-6.83587,-49.5512
128,0,0,0.131,0,2.389,0.003,0.149,0,0.416,0.556,4.26,0.184,0.073,720,5,5,6,5,0.063,5,35.6835,21.5845
182,0.001,0,0.1,0,0.898,8.86E-05,0.227,0,0.377,0.399,3.968,0.185,1.006,725,5,5,6,5,0.064,5,8.10432,-18.4329
270,0.001,6.78E-05,0.136,0,0.837,0,0.289,0,0.272,0.146,13.782,0.117,3.682,772,5,5,6,5,0.058,5,3.19264,-6.82273
161,0,7.86E-06,0.165,0,0.573,0,0.186,0,0.383,0.465,7.178,0.179,0.032,776,5,5,6,5,0.042,5,-31.2632,-21.7447
281,0.001,2.69E-05,0.103,0,1.728,0.024,0.144,4.50E-06,0.282,0.162,5.355,0.12,0.083,799,5,5,6,5,0.054,5,36.8261,3.21466
280,0,4.51E-05,0.141,0,0.878,0,0.259,0,0.338,0.299,9.608,0.26,1.318,803,5,5,6,5,0.057,5,6.41958,-13.7769
119,0,0,0.144,0,1.004,0,0.477,0.015,0.343,0.221,10.009,0.254,0.045,805,5,5,6,5,0.069,5,21.8051,-28.0643
391,0,4.52E-05,0.138,0.01,4.46,0.104,0.218,0,0.336,0.218,4.908,0.082,1.704,817,5,5,6,5,0.093,5,56.0088,33.9416
182,0,7.28E-05,0.213,0,1.173,0.001,0.296,0,0.298,0.169,12.376,0.104,2.134,832,5,5,6,5,0.049,5,21.7207,-8.3802
359,0,0,0.146,8.50E-05,1.18,0.018,0.173,7.43E-06,0.405,0.452,6.244,0.204,0.074,833,5,5,6,5,0.066,5,23.1876,-12.8194
346,0,0,0.123,0,1.096,0.0006339,0.177,0,0.472,0.638,3.858,0.16,0.071,845,5,5,6,5,0.061,5,22.0174,-16.4187
272,0,9.31E-06,0.1,0,3.448,0.118,0.173,0,0.221,0.102,2.565,0.054,0.129,847,5,4,6,5,0.075,5,44.2044,37.4896
235,0,0,0.758,0.276,0.76,0,0.145,0,0.43,0.505,4.938,0.095,0.053,850,5,2,6,6,0.043,5,-5.23948,47.7392
290,0.002,0,0.116,0.008,8.257,0.346,0.138,0,0.12,0,5.661,0.032,0.088,854,4,4,6,4,0.134,5,61.4891,-0.083825
189,0,0,0.462,0.079,1.754,0.061,1.32,0.166,0.361,0.312,8.327,0.129,0.184,862,5,3,6,5,0.088,5,17.5258,28.8824
196,0.001,0,0.422,0.144,5.312,0.245,0.7,0.053,0.349,0.297,6.324,0.115,0.055,879,5,4,6,5,0.132,5,58.2206,22.3679
203,0,5.59E-05,0.113,0,0.838,0,0.247,0,0.3,0.201,6.181,0.133,2.371,916,5,5,6,5,0.052,5,4.0164,-14.2263
213,0,0,0.129,0,2.065,0.001,0.18,0,0.468,0.559,3.123,0.149,0.032,935,5,5,6,5,0.094,5,34.103,14.2563
172,0,0,0.135,0,1.081,0,0.199,0,0.367,0.437,6.824,0.163,0.719,965,5,5,6,5,0.066,5,18.9342,-13.0094
119,0,0,1.048,0.376,13.825,0.538,1.017,0.067,0.155,8.42E-05,3.898,0.062,0.08,985,4,2,6,6,0.177,5,61.1393,-21.496
162,0,0,0.121,0,0.845,0,0.175,0,0.425,0.482,4.729,0.151,0.036,991,5,5,6,5,0.07,5,2.69233,-37.77
274,0.011,0.001,0.186,0,2.301,0.058,0.162,0,0.317,0.21,5.85,0.122,0.379,1009,5,5,6,5,0.111,5,36.9862,19.6725
360,0.001,1.40E-05,0.372,0.03,2.243,0.011,0.187,0,0.372,0.267,7.748,0.116,0.06,1014,5,5,6,5,0.109,5,35.7312,18.6669
334,0.002,0.0008382,0.2,0,1.955,0.045,0.169,0,0.339,0.242,9.811,0.205,0.109,1057,5,5,6,5,0.059,5,35.053,12.4371
322,0.001,5.83E-05,0.127,0,0.953,0.0001292,0.206,0,0.354,0.315,4.829,0.194,1.098,1060,5,5,6,5,0.05,5,11.092,-15.6377
308,0,0,0.105,0,7.045,0.189,0.223,0,0.335,0.265,6.529,0.064,1.89,1072,5,4,6,5,0.099,5,62.9536,8.8059
329,0,3.85E-06,0.13,0,2.091,0.049,0.183,0,0.408,0.445,6.988,0.132,0.479,1087,5,5,6,5,0.069,5,34.6504,14.4975
49,0.011,0.0003479,0.081,0,0.526,0,0.235,0,0.262,0.218,8.403,0.088,2.187,1097,5,5,6,5,0.045,5,-45.2158,0.0571988
378,0,0,0.105,0,1.073,3.51E-05,0.171,0,0.471,0.567,3.647,0.157,0.064,1132,5,5,6,5,0.08,5,21.2767,-16.7113
109,0,0,0.194,0,0.795,0,0.179,0,0.442,0.475,4.54,0.122,0.137,1143,5,5,6,5,0.052,5,0.778249,-35.7831
152,0.001,0,0.122,0,1.169,0,0.178,0,0.51,0.775,3.455,0.199,0.069,1204,5,5,6,5,0.079,5,25.4415,-15.0641
101,0,0,0.106,0,0.694,0,0.157,0,0.345,0.281,5.508,0.165,0.121,1214,5,5,6,5,0.055,5,-12.5308,-40.7721
510,0,2.48E-06,0.103,0,0.786,1.23E-05,0.157,0,0.325,0.232,4.277,0.157,0.14,1218,5,5,6,5,0.058,5,-0.0928805,-16.3198
169,0,0,0.166,0,1.327,0.0001072,0.212,0,0.41,0.435,6.064,0.189,0.195,1246,5,5,6,5,0.076,5,29.0722,-8.55622
151,0,3.77E-05,0.204,0,0.922,0,0.192,0,0.317,0.197,12.608,0.191,0.051,1254,5,5,6,5,0.063,5,9.79848,-12.5677
140,0.001,0,0.126,0,0.694,0,0.195,0,0.437,0.584,7.903,0.279,0.038,1257,5,5,6,5,0.086,5,-8.40268,-46.4689
155,0.001,0,0.112,0,5.422,0.359,0.203,0,0.336,0.162,5.282,0.067,0.122,1273,4,4,6,5,0.077,5,61.7563,23.4758
105,0,0,0.178,0,0.695,0,0.171,0,0.282,0.178,8.026,0.156,0.058,1419,5,5,6,5,0.042,5,-12.0207,-11.404
176,0.001,0,0.131,0,0.842,0,0.186,0,0.437,0.604,5.267,0.144,0.362,1429,5,5,6,5,0.072,5,3.19383,-37.5399
172,0,0,0.122,0,0.729,0,0.159,0,0.569,0.834,3.396,0.153,0.053,1430,5,5,6,5,0.063,5,0.554432,-47.7111
231,0.007,0.014,0.131,0,6.902,0.328,0.199,0,0.121,0,5.758,0.041,0.052,1435,4,4,6,4,0.12,5,63.4346,10.038
242,0,0,0.126,0,0.815,0,0.154,0,0.432,0.501,4.751,0.182,0.037,1441,5,5,6,5,0.051,5,0.804839,-38.9854
230,0,0,0.127,0,1.318,0.01,0.166,0,0.467,0.58,6.386,0.111,0.077,1446,5,5,6,5,0.084,5,29.674,-9.47503
389,0.007,0.0001619,0.075,0,6.109,0.257,0.144,0,0.206,0.054,5.227,0.037,0.082,1464,4,4,6,6,0.092,5,64.0904,16.6908
139,0,0,0.113,0,1.474,5.44E-05,0.166,0,0.415,0.437,5.451,0.157,0.038,1482,5,5,6,5,0.079,5,32.7404,-6.90749
230,0,0,0.1,0,1.09,0,0.184,0,0.493,0.768,3.486,0.23,0.33,1509,5,5,6,5,0.071,5,22.1002,-16.7189
320,0,0,0.105,0,0.8,0,0.175,0,0.541,0.793,3.393,0.213,0.097,1547,5,5,6,5,0.071,5,3.46505,-44.7514
232,0,0,0.111,0,0.613,0,0.128,0,0.353,0.285,7.848,0.102,0.267,1577,5,5,6,5,0.054,5,-21.8993,-46.642
48,0,0,0.133,0,0.618,0,0.146,0,0.298,0.19,6.443,0.1,0.057,1586,5,5,6,5,0.093,5,-13.8511,-7.17716
475,0.001,0,0.107,0,2.847,0.1,0.16,0,0.356,0.355,5.344,0.116,0.39,1625,5,5,6,5,0.06,5,38.1598,29.6962
116,0,0,0.155,0,1.31,0,0.195,0,0.524,0.852,8.541,0.18,0.03,1626,5,5,6,5,0.066,5,29.2432,-12.3536
175,0,0,0.143,0,1.158,0.003,0.162,0,0.388,0.42,7.096,0.13,0.037,1633,5,5,6,5,0.05,5,22.3343,-12.9006
276,0,0,0.148,0,1.142,0.0001901,0.187,0,0.388,0.4,6.063,0.173,0.092,1634,5,5,6,5,0.054,5,21.8034,-12.8613
179,0,0,0.175,0,1.074,0,0.197,0,0.398,0.456,9.697,0.178,0.062,1653,5,5,6,5,0.061,5,19.85,-14.3349
121,0,0,0.1,0,0.799,0,0.144,0,0.433,0.58,3.676,0.121,0.049,1700,5,5,6,5,0.064,5,-0.934696,-40.2687
318,0,0,0.153,0,14.635,0.628,0.232,0,0.338,0.293,4.949,0.073,0.106,1747,4,4,6,4,0.177,5,60.1893,-22.7992
236,0.002,0.0008694,0.319,0.05,1.371,0.014,0.323,0,0.332,0.289,9.809,0.161,3.085,1758,5,5,6,5,0.053,5,32.9363,-14.5536
121,0,0,0.184,0,1.355,0.007,0.228,0,0.508,0.789,3.543,0.243,0.05,1780,5,5,6,5,0.083,5,31.744,-10.4081
24,0,0,0.18,0,0.599,0,0.164,0,0.323,0.176,10.688,0.106,0.05,1782,5,5,6,5,0.18,5,-30.439,-11.9006
272,0,0,0.118,0,1.067,3.72E-05,0.179,0,0.463,0.596,4.304,0.176,0.701,1821,5,5,6,5,0.061,5,21.0301,-16.7774
132,0,0,0.171,0,1.014,0,0.168,0,0.482,0.711,6.484,0.117,0.201,1847,5,5,6,5,0.056,5,16.9523,-21.1454
118,0,0,0.149,0,0.665,0,0.135,0,0.341,0.268,12.421,0.107,0.04,1879,5,5,6,5,0.043,5,-15.4146,-41.4058
173,0,1.46E-05,0.117,0,1.247,0.007,0.129,0,0.228,0.106,3.435,0.062,0.042,1893,5,5,6,5,0.054,5,22.4834,-2.56702
247,0.001,0,0.125,0,0.937,0,0.2,0,0.364,0.442,7.17,0.149,1.191,1905,5,5,6,5,0.049,5,10.727,-16.4114
256,0.001,0,0.114,0,6.044,0.249,0.129,0,0.122,0,6.402,0.031,0.065,1920,4,4,6,6,0.068,5,64.2534,17.2791
107,0,0,0.15,0,1.194,0,0.191,0,0.521,0.718,5.562,0.142,0.035,1939,5,5,6,5,0.068,5,26.0294,-14.7399
585,0,0,0.112,0,1.69,0.0008278,0.16,0,0.386,0.374,4.92,0.123,0.071,1949,5,5,6,5,0.067,5,37.4372,-0.300424
454,0.001,2.79E-06,0.118,5.57E-06,5.534,0.282,0.341,0.02,0.131,0,3.757,0.045,0.049,1953,4,4,6,6,0.056,5,62.3201,22.4783
470,0,0,0.126,0,1.944,0.026,0.171,0,0.468,0.495,5.981,0.173,0.095,1966,5,5,6,5,0.067,5,33.7697,13.3757
83,0,0,0.193,0,1.525,0,0.235,0,0.53,0.841,5.62,0.196,0.696,1980,5,5,6,5,0.061,5,35.3642,-8.11236
279,0.001,0,0.102,0,8.324,0.476,0.202,0,0.324,0.249,4.427,0.082,0.395,1982,4,4,6,4,0.112,5,61.6407,-0.482836
356,0.002,3.55E-05,0.128,0,2.033,0.005,0.185,0,0.594,0.789,3.897,0.178,0.04,1983,5,5,6,5,0.076,5,30.5955,16.3805
294,0,1.72E-05,0.106,0,0.897,0,0.209,0,0.298,0.169,3.801,0.162,1.327,2085,5,5,6,5,0.053,5,6.90303,-9.50143
141,0,0,0.079,0,1.935,0.034,0.142,0,0.325,0.143,3.531,0.12,0.042,2097,5,5,6,5,0.042,5,35.6552,11.9592
292,0.001,0,0.735,0.224,4.639,0.037,0.418,0.008,0.121,0,4.282,0.063,0.056,2104,2,2,6,6,0.073,5,54.9319,26.4125
526,0.003,3.78E-05,0.102,0,5.5,0.185,0.189,0,0.363,0.33,4.922,0.11,0.766,2109,5,5,6,5,0.087,5,61.9322,22.6364
140,0,0,0.177,0,6.926,0.275,0.236,0,0.344,0.216,8.486,0.102,0.078,2134,4,4,6,5,0.096,5,63.0196,9.76899
210,0,0,0.114,0,0.706,0,0.139,0,0.388,0.367,6.391,0.142,0.19,2152,5,5,6,5,0.046,5,-10.5243,-42.4503
390,0.001,3.25E-06,0.718,0.229,2.888,0.041,1.133,0.089,0.123,0,8.03,0.072,0.042,2156,2,2,6,6,0.077,5,28.6842,37.2749
219,0,5.78E-06,0.132,0,1.573,0.0008664,0.182,0,0.383,0.31,4.464,0.108,0.455,2160,5,5,6,5,0.061,5,35.4367,-1.33294
199,0,6.36E-06,0.207,0,4.98,0.131,0.239,0,0.404,0.403,9.401,0.143,0.166,2162,5,5,6,5,0.096,5,59.0593,28.2418
578,0,1.53E-05,0.142,0,0.698,0,0.267,0,0.405,0.35,6.915,0.151,2.059,2173,5,5,6,5,0.061,5,-18.8214,-30.8171
235,0.008,0.0004287,0.098,0,3.661,0.119,0.201,0,0.324,0.232,6.203,0.055,2.362,2195,5,5,6,5,0.064,5,45.5116,39.9204
238,0.001,0,0.553,0.103,4.081,0.022,0.166,0,0.125,0,4.984,0.065,0.072,2247,2,2,6,6,0.044,5,49.9948,36.9422
251,0,0,0.134,0,6.809,0.373,0.212,0,0.39,0.368,3.357,0.082,0.057,2275,4,4,6,6,0.12,5,63.0524,10.5739
315,0.001,0,0.095,0,5.598,0.288,0.142,0,0.216,0.019,4.209,0.039,0.048,2277,4,4,6,6,0.097,5,63.2087,21.992
278,0,0,0.235,0,3.942,0.082,0.359,0.0002935,0.305,0.253,6.969,0.103,0.167,2278,5,5,6,5,0.044,5,50.8689,37.1546
562,0,0,0.138,0,8.645,0.252,0.208,0,0.454,0.507,3.426,0.083,0.785,2289,5,5,6,5,0.102,5,61.7274,-2.50913
355,0.001,0,0.173,0.0001417,3.04,0.043,0.152,0,0.218,0.101,4.867,0.093,0.054,2354,5,5,6,5,0.051,5,41.7835,32.2444
201,0,0,0.593,0.164,4.502,0.095,0.532,0.052,0.134,0,6.778,0.07,0.094,2373,2,2,6,6,0.091,5,53.8331,30.1573
155,0.001,0.0001169,0.101,0,8.185,0.314,0.15,0,0.119,0,2.41,0.032,0.117,2376,4,4,6,4,0.106,5,61.5727,0.384089
146,0,0,0.722,0.13,3.638,0.045,2.167,0.311,0.128,0,6.388,0.074,0.047,2394,3,3,6,6,0.191,5,24.2366,45.9619
314,0.003,2.42E-05,0.086,0,3.069,0.08,0.137,0,0.322,0.287,5.53,0.067,0.038,2406,5,5,6,5,0.076,5,40.2178,33.2314
228,0.006,1.94E-05,0.46,0.146,8.665,0.318,0.503,0.051,0.132,0,3.472,0.03,0.096,2410,4,4,6,4,0.134,5,62.6456,-3.12618
135,0,2.81E-05,0.155,0,5.831,0.196,0.215,0,0.267,0.132,4.295,0.09,0.225,2446,5,4,6,5,0.094,5,63.4202,19.2093
125,0.001,0,0.115,0,0.642,0,0.206,0,0.422,0.397,5.227,0.157,1.467,2477,5,5,6,5,0.054,5,-22.618,-37.8023
128,0,0,0.82,0.239,3.181,0.022,1.337,0.083,0.135,0,4.269,0.041,0.716,2491,2,2,6,6,0.097,5,29.3134,40.0591
122,0,0,1.771,0.56,8.398,0.266,0.657,0.052,0.407,0.374,7.021,0.124,0.078,2550,2,2,6,2,0.078,5,59.6485,3.50504
139,0.001,4.55E-05,0.125,0,0.731,0,0.213,0,0.39,0.347,7.152,0.104,2.094,2552,5,5,6,5,0.056,5,-14.935,-30.1237
354,0,0,0.293,0.021,1.686,0.013,0.395,0.015,0.484,0.523,7.236,0.171,0.649,2555,5,5,6,5,0.085,5,44.4218,-6.27869
255,0,0,0.281,0.001,1.012,0.007,0.273,0,0.248,0.11,8.364,0.079,2.149,2568,5,5,6,5,0.063,5,12.2158,-9.29389
169,0,0,0.166,0.005,1.654,0.005,0.226,0,0.418,0.379,3.329,0.101,0.161,2609,5,5,6,5,0.072,5,37.5314,-1.4289
138,0,0,0.088,0,0.59,0,0.121,0,0.257,0.101,5.466,0.072,0.152,2629,5,5,6,5,0.039,5,-21.9468,-3.2267
220,0.164,0.014,0.202,1.15E-05,0.705,0,0.366,0.008,0.348,0.288,4.219,0.082,0.102,2654,5,5,6,5,0.043,5,-9.93633,-24.7251
315,0.002,2.01E-05,0.302,0.013,1.873,0.021,0.406,0.002,0.386,0.318,11.526,0.142,2.152,2671,5,5,6,5,0.046,5,45.5253,-0.249908
90,0.147,0.006,0.124,0,0.729,0,0.151,0,0.418,0.446,5.414,0.082,0.107,2672,5,5,6,5,0.039,5,-11.1559,-54.1628
93,0,0,0.115,0,0.582,0,0.172,0,0.427,0.527,3.746,0.11,0.061,2675,5,5,6,5,0.057,5,-17.5494,-50.3023
