sample_id_int,cell_id,Area,CD3_Mean,CD8_Mean,CD19_Mean,CD68_Mean,CK_Mean,CD3 (Opal 540) Mean,CD8 (Opal 650) Mean,CD19 (Opal 480) Mean,CD68 (Opal 520) Mean,CK (Opal 780) Mean,IER3 (Opal 620) Mean, pStat3 (Opal 570) Mean, Ki67 (Opal 690) Mean, Dapi (DAPI) Mean,tsne_1,tsne_2,cell_type_inform_int,cell_type_manual_int,cell_type_auto_int,cell_type_FlowSOM_QC
7,197,284,0,0,2.67E-05,0,0.028,0.175,0.643,0.002,0.649,0.155,0.088,0.115,0.261,7.014,-7.0429397,31.41343,5,6,6,6
7,202,1852,0,0.0005789,2.73E-06,0,0.088,0.18,0.663,0.001,0.651,0.218,0.114,0.199,0.171,3.655,-6.3856406,29.730951,5,6,5,6
7,239,902,0,0,5.90E-05,0,0.04,0.189,0.633,0,0.871,0.207,0.128,0.248,4.4,7.306,-1.6222585,30.930632,5,6,6,6
7,243,386,0,0,0.0001064,0,0.085,0.197,0.794,0.001,1.032,0.24,0.183,0.139,3.736,10.159,8.532627,25.693977,5,6,6,6
7,244,719,0,2.33E-06,4.99E-05,3.96E-05,0.047,0.233,0.717,0.001,0.909,0.202,0.142,0.276,0.181,4.318,-0.23139799,30.820892,5,6,6,6
7,320,470,0,0.007,9.41E-06,0.000829,0.001,0.2,0.918,0.001,1.101,0.177,0.17,0.097,0.278,10.039,10.080132,27.386766,5,6,6,6
7,337,483,0,0,1.05E-05,0,0.041,0.182,0.618,0.003,0.738,0.184,0.124,0.227,0.128,5.551,-5.822272,31.62563,5,6,6,6
7,407,893,0,0,3.89E-05,0,0.07,0.185,0.689,0,0.795,0.216,0.11,0.135,0.173,3.794,-1.9005326,30.261915,5,6,6,6
7,492,323,0,0,0.006,0,0.059,0.184,0.597,0.002,0.654,0.193,0.13,0.139,0.148,4.957,-6.9223576,30.335424,5,6,6,6
7,504,658,0,0.0003667,0,0.0008929,0.076,0.174,0.717,0,1.108,0.211,0.112,0.109,0.186,4.76,11.315398,18.121943,5,6,6,6
7,511,1759,0,0,1.44E-06,1.61E-05,0.002,0.177,0.634,0,0.89,0.129,0.098,0.086,0.177,7.429,-4.4539447,33.52944,5,6,6,6
7,550,942,0,1.34E-06,9.39E-06,0.007,0.036,0.207,0.661,0.001,1.01,0.173,0.118,0.244,0.218,7.402,10.215269,16.649015,5,6,6,6
7,564,875,0,1.01E-05,0,1.45E-06,0.028,0.187,0.705,0,1.084,0.193,0.119,0.131,0.165,4.652,11.030315,17.688805,5,6,6,6
7,636,428,0,0,0,8.86E-06,0.064,0.195,0.666,0.001,0.776,0.273,0.119,0.138,0.31,5.568,-1.998644,29.02489,5,6,6,6
7,658,394,0.006,0.011,1.76E-05,0,0.07,0.299,0.949,0,0.945,0.194,0.138,0.314,0.404,6.246,4.5524497,33.170338,5,6,6,6
7,843,69,0,0,0,0,0.034,0.205,0.67,0,0.765,0.273,0.122,0.066,0.155,5.635,-2.0856078,28.979141,5,6,6,6
7,861,631,0,0.012,0.0001394,0.005,0.075,0.193,0.942,0.001,1.852,0.227,0.12,0.109,0.201,3.193,19.015747,25.764393,5,6,6,6
7,911,958,5.06E-05,0,0,0,0.056,0.217,0.613,0,0.611,0.201,0.116,0.145,0.24,7.817,-7.204323,29.936604,5,6,6,6
7,944,119,2.12E-05,0,0,0,0,0.211,0.699,0,0.652,0.128,0.105,0.072,0.187,9.143,-7.4761844,34.926826,5,6,6,6
7,946,238,0,0,1.06E-05,0.005,0.036,0.367,0.638,0,1.288,0.252,0.111,0.119,3.478,5.272,14.570751,16.955084,5,6,6,6
7,948,876,0,2.88E-06,1.30E-05,0,0.009,0.19,0.709,0,0.722,0.165,0.108,0.074,0.189,8.657,-5.3894596,32.611496,5,6,6,6
7,962,301,0,0,1.26E-05,0,0.051,0.176,0.652,0,0.655,0.179,0.099,0.089,0.224,7.432,-6.7747407,30.745752,5,6,6,6
7,1073,613,0,0.0002007,0,4.54E-05,0.021,0.157,0.65,0,0.617,0.185,0.101,0.08,0.193,5.486,-6.9035773,30.37848,5,6,6,6
7,1094,1133,3.44E-05,3.01E-05,0,0,0.084,0.209,0.598,0,0.579,0.211,0.114,0.146,0.146,6.948,-7.4777007,29.535511,5,6,6,6
7,1110,1348,0,1.88E-06,2.81E-06,0,0.082,0.134,0.612,0,0.63,0.235,0.097,0.092,0.391,4.433,-6.6779532,29.201866,5,6,6,6
7,1159,1143,0.015,0.062,2.21E-06,0.0004358,0.075,0.29,1.077,0,0.867,0.263,0.115,0.107,1.6,4.618,5.941886,34.58159,5,6,6,6
7,1253,469,0.026,0,0,0,0.053,0.232,0.638,0,0.743,0.23,0.106,0.093,0.138,6.001,-4.3007083,29.666712,5,6,6,6
7,1424,918,0,0,5.85E-06,0,0.076,0.124,0.643,0.001,0.673,0.212,0.093,0.093,0.167,4.083,-6.4639416,29.891987,5,6,6,6
7,1458,205,0,0,0,0,0.08,0.127,0.608,0,0.609,0.256,0.108,0.089,0.203,3.876,-6.791211,28.548082,5,6,6,6
7,1477,1984,0,1.40E-05,1.91E-06,0.007,0.076,0.126,0.63,0,0.84,0.194,0.089,0.07,0.174,4.871,-2.523548,30.984308,5,6,6,6
7,1619,726,0.0003024,0.005,0,0,0.059,0.122,0.544,0,0.642,0.243,0.116,0.112,3.868,3.728,-7.7823706,26.409819,5,6,6,6
8,654,237,4.27E-05,0,0,0.001,0.04,0.141,0.444,0.001,1.161,0.279,0.102,0.091,0.189,4.773,28.771904,-22.704037,5,6,6,6
8,746,142,0,0,0,0,0.072,0.303,0.6,0,0.748,0.397,0.17,0.086,0.181,5.684,-4.4891787,23.286716,5,6,6,6
8,747,1369,0,0,6.46E-06,0,0.045,0.303,0.718,0,0.855,0.333,0.198,0.081,0.366,7.587,2.101043,27.619747,5,6,6,6
8,764,764,2.65E-05,0,0,2.76E-05,0.06,0.33,0.728,0,0.937,0.292,0.216,0.079,0.542,11.413,3.8918538,27.753502,5,6,6,6
8,769,139,4.56E-05,0,0,0,0.091,0.406,0.683,0,0.767,0.344,0.241,0.049,0.465,12.438,2.2282264,27.977266,5,6,5,6
8,783,210,0,0,0,0,0.016,0.289,0.625,0,0.702,0.3,0.134,0.195,0.2,4.514,-4.350516,27.135338,5,6,6,6
8,796,735,0,0,0,0.003,0.051,0.256,0.635,0,0.971,0.298,0.135,0.108,0.166,6.668,5.919921,25.90781,5,6,6,6
8,815,1107,0,1.77E-05,1.14E-05,0.006,0.097,0.213,0.617,0,1.037,0.359,0.163,0.105,3.165,6.076,6.755368,24.880985,5,5,5,6
8,828,378,0,0.0001419,0,0.0001318,0.014,0.194,0.573,0,0.726,0.189,0.079,0.058,0.246,4.345,-6.089835,31.34674,5,6,6,6
8,873,702,7.96E-05,0.006,1.08E-05,0.01,0,0.231,0.655,0,0.921,0.098,0.116,0.074,0.278,7.672,9.558348,15.534678,5,6,6,6
8,874,549,0,0,0,0.0004695,0.097,0.253,0.621,0,0.826,0.308,0.143,0.104,0.168,5.624,-0.33662546,27.78847,5,5,5,6
8,875,1570,0.002,0.01,8.06E-07,0.0008857,0.088,0.257,0.709,0,0.842,0.255,0.174,0.129,0.219,6.968,-0.33300453,30.197987,5,6,5,6
8,896,378,0,0,0,0.0001406,0.072,0.308,0.651,0,0.822,0.302,0.134,0.212,0.158,5.512,1.4543407,27.776375,5,6,6,6
8,941,154,0,0,9.03E-05,0.008,0,0.284,0.647,0,0.998,0.095,0.132,0.05,0.328,14.23,10.198248,15.330402,5,6,6,6
8,944,65,0,0,0,0,0.074,0.269,0.765,0,0.904,0.285,0.169,0.1,0.236,6.068,3.3261561,29.435797,5,6,6,6
8,945,239,0,0,0.0006735,5.30E-06,0,0.307,0.702,0.001,0.799,0.105,0.136,0.212,2.436,12.785,-4.1422386,35.911484,5,6,6,6
8,947,232,0,0,6.75E-05,0.008,0,0.247,0.622,0,1.04,0.097,0.118,0.073,0.213,10.892,10.384122,15.330114,5,6,6,6
8,948,549,0.0005892,0,4.52E-05,0,0.047,0.256,0.509,0,0.641,0.2,0.108,0.102,1.741,4.095,-9.735164,31.028717,5,6,6,6
8,959,204,0,0,0,0,0,0.152,0.462,0,0.568,0.098,0.086,0.071,0.202,6.794,-15.508562,33.768616,5,6,6,6
8,966,334,0,0,0,0,0.035,0.132,0.449,0,0.552,0.386,0.119,0.078,0.114,2.297,-34.792274,-31.535425,5,6,6,6
8,970,393,3.78E-05,0.043,4.83E-05,0.0005258,0,0.294,0.851,0,0.67,0.097,0.106,0.239,0.202,8.675,-1.115737,36.36874,5,6,6,6
8,987,335,0,0,0,0,0.026,0.151,0.497,0,0.587,0.354,0.112,0.078,0.115,2.604,-7.9507003,25.086866,5,6,6,6
8,1002,398,0,0,1.27E-05,5.50E-05,0.078,0.187,0.561,0,0.756,0.235,0.12,0.161,0.138,3.16,-4.5505743,29.790936,5,6,6,6
8,1056,888,8.55E-06,7.09E-06,3.70E-05,0.003,0.027,0.231,0.64,0,0.872,0.209,0.112,0.092,0.222,6.198,-1.307764,30.92604,5,6,6,6
8,1057,141,0,0,0,0,0.048,0.311,0.663,0.001,0.845,0.315,0.161,0.091,0.248,8.726,1.7120606,27.671513,5,6,6,6
8,1071,718,0.113,0,0,0.091,0.047,0.525,0.601,0,3.799,0.267,0.131,0.122,3.369,6.607,48.829742,35.63772,5,6,4,6
8,1097,347,0,0.0001748,0,0.12,0.085,0.242,0.732,0,3.723,0.289,0.124,0.115,0.182,4.277,34.36255,40.608467,5,6,4,6
8,1113,178,0,0,0,0,0.033,0.091,0.329,0,0.559,0.268,0.064,0.068,0.06,2.663,-28.52674,3.1071682,5,6,6,6
8,1115,401,0,0,5.83E-05,0,0,0.267,0.605,0.001,0.7,0.097,0.165,0.715,0.17,6.38,-8.24561,34.817158,5,6,6,6
8,1130,482,0,2.36E-05,1.57E-05,0,0.04,0.184,0.609,0,0.748,0.311,0.132,0.071,0.582,3.554,-3.2374065,27.980915,5,6,6,6
9,132,136,0,0,0,1.63E-05,0.099,0.093,0.212,0,0.746,0.201,0.117,0.055,0.031,4.802,-4.148504,-3.090377,5,5,5,6
9,242,70,0,0,0,0,0.031,0.211,0.2,0,0.44,0.276,0.097,0.256,0.037,6.897,-39.969913,0.05011114,5,6,6,6
9,274,77,0,0,0.0002611,0,0.033,0.091,0.316,0.002,0.37,0.218,0.132,0.077,4.122,9.538,-57.309647,2.4638016,5,6,6,6
9,297,184,0,0,0,0,0.044,0.165,0.232,0,0.434,0.198,0.086,0.161,0.054,6.674,-47.65218,11.264098,5,6,6,6
9,331,163,0,0.008,3.10E-05,0,0.085,0.137,0.37,0,0.562,0.249,0.105,0.099,0.048,5.927,-21.440367,-10.954438,5,6,6,6
9,396,387,0,0,0,0,0.002,0.121,0.162,0,0.343,0.142,0.069,0.092,0.039,7.458,-39.477337,27.259632,5,6,6,6
9,399,141,0,0,0,0,0.036,0.127,0.177,0,0.394,0.167,0.073,0.083,0.047,7.072,-47.754475,13.833082,5,6,6,6
9,402,109,0,0,0,0,0.013,0.137,0.175,0,0.329,0.161,0.073,0.082,0.045,7.238,-39.43805,27.478209,5,6,6,6
9,408,96,0,0,0,0,0.031,0.111,0.195,0,0.554,0.253,0.076,0.056,0.029,4.773,-24.357492,0.18859111,5,6,6,6
9,419,103,0,0,0,0,0.008,0.146,0.209,0,0.406,0.192,0.101,0.095,0.032,4.583,-48.459927,12.236147,5,6,6,6
9,420,280,0,0,0,0,0.000636,0.101,0.204,0,0.36,0.144,0.104,0.087,0.053,6.152,-38.351074,28.028234,5,6,6,6
9,421,319,0,0,0,0,0.094,0.097,0.193,0,0.446,0.204,0.086,0.077,0.077,6.792,-48.32148,8.386051,5,6,5,6
9,442,216,0,0,0,0,0.017,0.108,0.219,0,0.385,0.175,0.09,0.073,0.283,6.127,-49.026695,13.327133,5,6,6,6
9,454,63,0,0,2.01E-05,0,0.002,0.109,0.184,0.001,0.339,0.199,0.072,0.054,0.033,5.265,-52.207043,15.478713,5,6,6,6
9,460,505,0,0,1.71E-05,5.01E-06,0.076,0.087,0.254,0,0.393,0.201,0.065,0.085,2.199,6.224,-50.77981,12.7840185,5,6,6,6
9,476,357,0,0,0,0,0.054,0.104,0.202,0,0.355,0.213,0.079,0.075,0.042,5.46,-52.782467,13.535965,5,6,6,6
9,627,67,0,0,3.77E-05,0.053,0.026,0.107,0.244,0,3.33,0.188,0.055,0.193,0.064,8.723,43.11305,36.211266,5,6,6,6
9,633,253,0,0,0,0,0.047,0.103,0.199,0,0.468,0.207,0.076,0.091,0.037,6.798,-47.200184,6.8996534,5,6,6,6
9,712,173,0,0,0,0,0.007,0.1,0.151,0,0.426,0.177,0.039,0.059,0.267,6.382,-46.095802,14.347125,5,6,6,6
9,733,84,0,0,0,0,0.089,0.129,0.224,0,0.568,0.259,0.09,0.157,0.043,5.184,-25.887375,0.56239605,5,6,5,6
9,735,308,0,0,0,0,0.07,0.102,0.219,0,0.575,0.262,0.083,0.066,0.038,5.547,-24.963373,0.2666359,5,6,6,6
9,743,167,0,0,6.03E-05,0,0.075,0.134,0.24,0,0.53,0.218,0.106,0.095,0.045,9.822,-42.875732,3.4452672,5,6,6,6
9,763,192,0,0,0,0,0.063,0.08,0.12,0,0.241,0.169,0.033,0.032,0.032,6.18,-49.369183,31.998568,5,6,6,6
9,783,591,0,0,0,0,0.059,0.101,0.223,0,0.611,0.217,0.099,0.065,0.101,7.302,-19.785597,2.3865912,5,6,6,6
9,874,172,0,0,0,0.002,0.027,0.105,0.206,0,0.888,0.197,0.067,0.089,0.257,7.601,7.0556684,-5.292136,5,6,6,6
9,918,437,0,0,0,0,0.066,0.125,0.176,0,0.473,0.19,0.08,0.091,0.064,9.562,-45.246845,7.447285,5,6,6,6
9,974,147,0,0,0,0,0.082,0.081,0.173,0,0.728,0.293,0.076,0.078,0.022,4.655,-6.9235206,-7.0553784,5,6,6,6
9,992,185,0,0,0,0,0.056,0.085,0.141,0,0.282,0.191,0.037,0.031,0.034,6.18,-54.894333,18.556446,5,6,6,6
9,993,375,0,0,0,0.008,0.072,0.08,0.181,0,0.682,0.211,0.055,0.056,0.247,7.665,-15.154867,0.87744826,5,6,6,6
9,1009,489,0,0,0,0.002,0.055,0.113,0.206,0,0.94,0.236,0.107,0.069,0.038,5.3,8.423576,-7.198001,5,6,6,6
9,1048,396,0,0,0,0.0005567,0.092,0.101,0.201,0,0.638,0.223,0.075,0.059,0.039,7.977,-16.715801,0.8581887,5,6,5,6
9,1058,179,0,0,0,0,0.034,0.058,0.155,0.001,0.411,0.193,0.085,0.059,0.038,7.503,-46.61804,14.971922,5,6,6,6
9,1063,305,0,0,0,0,0.021,0.104,0.253,0,0.615,0.2,0.086,0.076,0.569,8.827,-19.906408,3.333708,5,6,6,6
9,1065,83,0,0,0,0.141,0.016,0.118,0.32,0,3.98,0.21,0.131,0.096,0.096,18.023,51.646114,37.547718,5,6,4,6
9,1068,469,0,0,0,0,0.091,0.092,0.169,0,0.411,0.208,0.066,0.059,0.03,5.991,-49.84386,10.986783,5,6,5,6
9,1071,576,0,2.20E-06,3.50E-05,0,0.089,0.091,0.267,0.001,0.418,0.248,0.113,0.059,2.561,6.92,-54.722343,4.007949,5,6,5,6
9,1084,285,0,0,0,0,0.01,0.121,0.185,0,0.454,0.193,0.062,0.087,0.038,7.347,-47.19828,8.549085,5,6,6,6
9,1089,229,0,0,0,0,0.084,0.109,0.164,0,0.468,0.203,0.075,0.067,0.032,5.783,-46.136635,7.5916224,5,6,6,6
9,1126,91,0,0,0,0,0.095,0.095,0.193,0,0.449,0.234,0.066,0.052,0.033,9.518,-48.99883,7.300727,5,5,5,6
9,1139,368,0,0,3.44E-06,0,0.055,0.098,0.199,0,0.731,0.233,0.099,0.06,0.029,6.08,-6.353231,-4.126195,5,6,6,6
9,1144,198,0,0,0,0.002,0.038,0.14,0.242,0,1.021,0.198,0.087,0.067,0.05,11.219,10.68703,-5.8112,5,6,6,6
9,1171,92,0,0,0,0,0.003,0.112,0.181,0,0.784,0.189,0.086,0.066,0.057,7.117,-1.9153208,-3.294804,5,6,6,6
9,1173,78,0,0,0,0,0.047,0.139,0.168,0,0.389,0.238,0.072,0.046,0.077,6.141,-53.03178,11.8595495,5,6,6,6
9,1200,82,0,0,0,4.63E-05,0.039,0.107,0.182,0,1.227,0.211,0.087,0.073,0.068,10.89,22.224232,-2.7056794,5,6,6,6
9,1231,366,0,0,4.48E-05,0,0.027,0.1,0.237,0.002,0.852,0.177,0.083,0.071,0.05,15.526,3.1041617,-0.76805836,5,6,6,6
9,1233,37,0,0,0,0,0.039,0.101,0.243,0,0.762,0.216,0.122,0.103,0.027,9.308,-4.005644,-3.5431626,5,6,6,6
9,1238,81,0,0,0,0,0.038,0.158,0.243,0,0.578,0.211,0.089,0.103,0.039,8.449,-21.404455,4.171212,5,6,6,6
9,1246,292,0,0,0,0.0006719,0.097,0.126,0.248,0,0.814,0.235,0.099,0.058,0.041,12.114,0.3144988,-7.111495,5,5,5,6
9,1252,273,0,0,0,0,0.032,0.129,0.225,0,0.509,0.232,0.097,0.073,0.051,12.898,-43.825993,2.776614,5,6,6,6
9,1285,78,0,0,0,0,0.011,0.135,0.262,0,0.397,0.191,0.093,0.074,0.04,10.678,-50.18554,13.460789,5,6,6,6
9,1286,425,0,0,0,0.0001917,0.07,0.141,0.261,0,1.208,0.235,0.093,0.078,0.038,8.692,21.392979,-3.4999382,5,6,6,6
9,1294,366,0,0,0,0,0.046,0.126,0.209,0,0.42,0.224,0.083,0.055,0.036,7.187,-50.61051,8.420471,5,6,6,6
9,1304,54,0,0,0,0,0.053,0.089,0.204,0,0.693,0.227,0.066,0.062,0.023,7.429,-8.116574,-2.9669416,5,6,6,6
9,1351,161,0,0,0.0001353,8.66E-05,0.001,0.113,0.267,0.002,0.85,0.16,0.096,0.089,0.045,20.747,2.704131,-0.39670587,5,6,6,6
9,1361,135,0,0,9.35E-05,0,0.035,0.151,0.288,0,1.086,0.216,0.125,0.069,0.046,15.196,16.454205,-5.796604,5,6,6,6
9,1364,296,0,0,4.27E-06,0.005,0.07,0.137,0.218,0,0.686,0.208,0.083,0.126,0.118,7.844,-10.608377,-0.21315868,5,6,6,6
9,1395,353,0,0,1.07E-05,0,0.051,0.099,0.182,0,0.589,0.197,0.074,0.054,0.046,8.389,-21.702448,6.6063,5,6,6,6
9,1396,52,0,0,0,0.0002666,0.041,0.146,0.209,0,1.033,0.245,0.085,0.07,0.121,8.03,11.645111,-7.1162786,5,6,6,6
9,1444,177,0,0.091,0,0,0.072,0.109,1.244,0,0.583,0.212,0.097,0.076,0.021,11.713,4.8634844,36.956547,5,6,6,6
9,1466,296,0,0,0,0,0.068,0.077,0.158,0,0.588,0.201,0.059,0.064,0.036,7.511,-21.172375,8.558158,5,6,6,6
9,1475,305,0,0,0,0.006,0.076,0.075,0.196,0,1.022,0.224,0.065,0.069,0.037,6.746,10.804608,-6.1906204,5,6,6,6
9,1513,153,0,0,0,0,0.035,0.137,0.199,0,0.492,0.189,0.08,0.082,0.046,6.957,-43.9384,6.5689583,5,6,6,6
9,1572,299,0,0,0,0,0.042,0.12,0.194,0,0.583,0.192,0.091,0.069,0.033,10.915,-22.139946,6.530605,5,6,6,6
9,1602,118,0,0,0,0.003,0.062,0.082,0.225,0,0.702,0.205,0.078,0.067,0.043,9.363,-7.834405,-2.2595336,5,6,6,6
9,1679,144,0,0,0,0,0.089,0.127,0.258,0,0.986,0.208,0.087,0.077,0.062,13.686,9.759303,-5.738406,5,6,5,6
9,1707,531,0,0,4.77E-06,0.04,0.05,0.077,0.185,0,1.262,0.219,0.063,0.058,0.037,7.378,23.272419,-2.4038088,5,6,6,6
9,1723,399,0,0,0,0.087,0.047,0.102,0.183,0,2.226,0.2,0.073,0.077,0.051,8.478,39.235485,17.052588,5,6,4,6
9,1724,245,0,0,0,0,0.003,0.113,0.243,0,0.863,0.163,0.094,0.075,0.078,15.68,3.1842473,-0.46319178,5,6,6,6
9,1730,119,0,0,0,0.139,0.072,0.128,0.227,0,3.204,0.22,0.069,0.13,0.02,6.021,41.81811,34.69135,5,6,4,6
9,1753,236,0,0,0,0.019,0.084,0.089,0.208,0,1.355,0.25,0.097,0.061,0.059,6.462,27.159485,-1.6845886,5,6,6,6
9,1759,584,0,0,2.17E-06,0.065,0.098,0.105,0.216,0,1.888,0.216,0.089,0.071,0.044,10.807,37.915985,7.8639174,5,5,5,6
9,1761,126,0,0,0,0,0.002,0.123,0.233,0,0.92,0.182,0.104,0.076,0.103,13.329,7.7532454,-5.1366463,5,6,6,6
9,1777,124,0,0,0,0.0001335,0.034,0.139,0.242,0,0.971,0.198,0.124,0.08,0.148,14.612,9.341072,-5.6212125,5,6,6,6
9,1809,232,0,0,5.99E-05,0.032,0.027,0.163,0.302,0.001,1.358,0.203,0.109,0.144,2.423,13.067,26.82642,-0.60382205,5,6,6,6
9,1838,254,0,0,0,0.048,0.049,0.133,0.258,0,1.84,0.215,0.117,0.092,0.783,14.547,37.783287,6.4164314,5,6,6,6
9,1862,202,0,0,0,0.074,0.069,0.163,0.335,0,3.117,0.217,0.106,0.133,2.469,13.692,40.398537,33.983994,5,6,4,6
9,1864,473,0,0,5.34E-06,0.016,0.065,0.128,0.215,0,0.802,0.205,0.082,0.065,0.031,7.198,-1.3471189,-3.861306,5,6,6,6
9,1884,262,0,0,0,0.0005273,0.058,0.11,0.183,0,0.566,0.187,0.069,0.059,0.039,9.234,-22.48339,7.0035524,5,6,6,6
9,1897,186,0,0,4.74E-05,0,0.053,0.142,0.202,0,0.575,0.246,0.095,0.073,0.205,6.705,-21.736538,1.2129498,5,6,6,6
9,1898,84,0,0,0,0,0.041,0.115,0.229,0,0.741,0.204,0.117,0.065,0.079,13.177,-4.2455645,-3.01723,5,6,6,6
9,1901,518,0,0,9.77E-06,0.222,0.08,0.102,0.254,0,4.565,0.213,0.078,0.106,0.076,10.181,57.851078,33.089146,5,6,4,6
9,1954,246,0,0,2.31E-05,0,0.079,0.113,0.227,0,0.689,0.25,0.105,0.071,0.043,16.894,-9.588103,-2.7636,5,6,6,6
9,1974,112,0,0,0,0.14,0.011,0.16,0.201,0,2.585,0.197,0.076,0.21,0.036,4.098,40.24896,24.458563,5,6,4,6
9,2002,319,0,0,0,0,0.0002537,0.112,0.167,0,0.543,0.148,0.052,0.047,0.041,11.475,-24.796507,13.965778,5,6,6,6
9,2021,133,0,0,0,0.014,0.048,0.13,0.253,0,1.442,0.243,0.106,0.076,0.049,15.506,29.001907,-1.0402054,5,6,6,6
9,2026,374,0,0,0,0,0.098,0.111,0.157,0,0.463,0.198,0.054,0.059,0.035,8.639,-46.03073,7.9053164,5,5,5,6
9,2054,331,0,0,9.56E-06,0,0.037,0.133,0.203,0.001,0.479,0.195,0.087,0.105,0.038,11.381,-44.326862,6.634964,5,6,6,6
9,2069,373,0,0,0.005,0,0,0.105,0.156,0.001,0.609,0.126,0.051,0.056,0.039,6.812,-18.971224,11.897179,5,6,6,6
9,2070,480,0,0,0,0.011,0.088,0.109,0.193,0,0.64,0.21,0.076,0.065,0.034,6.366,-16.403036,1.2218348,5,6,5,6
9,2080,172,0,0,0,0,0.001,0.085,0.148,0,0.386,0.147,0.041,0.053,0.071,7.296,-40.393017,22.314816,5,6,6,6
9,2111,129,0,0,0,0,0.036,0.108,0.187,0,0.375,0.194,0.073,0.076,0.136,5.831,-48.77292,13.997621,5,6,6,6
9,2127,308,0,0,0,0.019,0.095,0.103,0.234,0,0.814,0.259,0.083,0.071,0.034,4.571,-0.19938315,-7.352933,5,5,5,6
9,2146,57,0,0,0,0,0.039,0.109,0.199,0,0.422,0.191,0.069,0.054,0.042,6.68,-48.541042,10.869663,5,6,6,6
9,2174,201,0,0,0,0.012,0.04,0.118,0.263,0,1.088,0.216,0.104,0.065,0.036,12.209,16.953482,-5.753877,5,6,6,6
9,2188,257,0,0,0,0,0.063,0.114,0.184,0,0.5,0.228,0.078,0.057,0.025,5.486,-45.97119,4.5724015,5,6,6,6
9,2211,157,0,0,0,0,0.062,0.117,0.265,0,0.848,0.202,0.102,0.075,0.039,13.431,3.9017508,-5.4373045,5,6,6,6
9,2224,131,0,0,0,0,0.057,0.141,0.216,0,0.75,0.225,0.083,0.1,0.028,7.597,-3.5920577,-3.182654,5,6,6,6
9,2229,159,0,0,0,7.96E-06,0.091,0.094,0.181,0,0.699,0.219,0.074,0.05,0.032,8.575,-7.888231,-3.03791,5,6,5,6
9,2235,183,0,0,0,0,0.051,0.139,0.191,0,0.482,0.258,0.076,0.084,0.03,7.059,-47.74683,0.840462,5,6,6,6
9,2245,178,0,0.0009827,0,0,0.056,0.114,0.289,0,0.903,0.245,0.115,0.078,0.05,10.325,5.2915645,-6.6009016,5,6,6,6
9,2248,89,0,0.001,0,0,0,0.301,0.305,0,0.542,0.12,0.076,0.467,0.043,12.613,-22.050198,26.573624,5,6,6,6
9,2281,112,0,0,0,0,0.073,0.202,0.175,0.001,0.379,0.228,0.096,0.128,0.051,6.605,-39.155174,13.051824,5,6,6,6
9,2307,133,0,0,0,0.0001046,0.001,0.133,0.26,0,0.8,0.187,0.086,0.136,0.043,9.123,0.690878,-2.2740245,5,6,6,6
9,2315,260,0,0,0,0,0.075,0.1,0.175,0,0.402,0.188,0.069,0.057,0.049,8.519,-47.650074,13.956391,5,6,6,6
9,2317,585,0,0,2.16E-05,2.81E-05,0.083,0.108,0.245,0,0.583,0.218,0.079,0.059,1.229,11.145,-21.18404,3.2029097,5,6,6,6
9,2322,185,0,0,0,0.016,0.081,0.087,0.167,0.001,0.78,0.255,0.065,0.057,0.057,5.628,-2.4539397,-5.8341346,5,6,6,6
9,2329,172,0,0,2.20E-05,0,0.018,0.142,0.247,0,0.719,0.225,0.115,0.047,0.076,5.507,-5.726211,-2.2850003,5,6,6,6
9,2337,82,0,0,0,0,0.077,0.127,0.187,0,0.334,0.27,0.093,0.114,0.256,6.626,-55.629726,13.857743,5,6,6,6
9,2344,125,0,0,0,0.008,0.003,0.091,0.248,0,1.69,0.182,0.095,0.086,0.063,14.842,34.924667,4.082458,5,6,6,6
9,2359,138,0,0,0,0,0.06,0.125,0.22,0,0.503,0.249,0.134,0.061,0.318,6.527,-44.941647,1.4105875,5,6,6,6
9,2374,283,0,0,0,8.93E-06,0.013,0.108,0.167,0,0.587,0.161,0.05,0.063,0.036,11.553,-20.676533,10.496817,5,6,6,6
9,2395,583,0,0,2.17E-06,0.005,0.001,0.086,0.244,0,1.07,0.165,0.079,0.062,0.064,10.582,12.404946,3.4124773,5,6,6,6
9,2400,240,0,0,0,0,0.038,0.093,0.177,0,0.498,0.194,0.069,0.061,0.035,13.553,-45.76522,6.030218,5,6,6,6
9,2402,241,0,0,0,0,0.073,0.08,0.171,0,0.423,0.193,0.062,0.06,0.035,12.085,-46.941734,14.134772,5,6,6,6
9,2483,312,0,0,0,0,0,0.067,0.17,0,0.729,0.137,0.049,0.053,0.037,6.132,-13.800398,11.904118,5,6,6,6
9,2486,160,0,0,0,5.13E-05,0.046,0.087,0.128,0,0.794,0.183,0.051,0.054,0.03,7.079,-11.349361,9.733913,5,6,6,6
9,2501,274,0,0,0,0,0,0.083,0.158,0,0.718,0.134,0.058,0.056,0.037,7.612,-14.233503,11.766875,5,6,6,6
9,2502,1225,0,0,0,1.03E-06,0.068,0.093,0.206,0,0.548,0.214,0.085,0.055,0.055,9.195,-23.782648,2.740328,5,6,6,6
9,2518,236,0,0,0,0,0.0009246,0.141,0.174,0,0.623,0.134,0.044,0.084,0.035,12,-18.4097,13.4776745,5,6,6,6
9,2529,64,0,0,0,0,0,0.086,0.191,0,0.52,0.131,0.058,0.086,0.033,9.791,-26.601318,15.40172,5,6,6,6
